,time_list,name_list,id_list,text_list,Lang
52,2019-05-04 07:02:39,David Brady,@GlobalProTrader,"#VIX COT – Large Specs increase their short position to a new all-time-high. However, the pace at which they are adding shorts is clearly slowing. They appear to be running out of steam. It is when they start cutting their shorts that equity bulls should truly start to worry. ",en
53,2019-05-03 00:00:44,Stefano Bottaioli,@stebottaioli,#gold #sp500 #vix remembering last october....stay tuned ,en
54,2019-04-29 20:33:25,Liz Ann Sonders,@LizAnnSonders,"Speculative accounts pressing their net-short vol trades w/ size of #VIX futures bet hitting record last week, even exceeding pre-“volmageddon” levels from late-2017 which led to early-2018 correction @SoberLook",en
55,2019-04-28 15:45:46,Christophe Barraud ,@C_Barraud," Hedge Funds Are Shorting the #VIX at a Rate Never Seen Before - Bloomberg
*Large speculators, mostly hedge funds, were net short about 178,000 VIX futures contracts on April 23 (the largest such position on record)
*Link: https://bloom.bg/2IXd5rU ",en
56,2019-04-27 17:01:22,"Artur Sepp, QuantStrategist",@ArturSepp,"Sign of complacency? Large speculators, mostly hedge funds, were net short about 178,000 #VIX futures contracts on April 23, the largest such position on record weekly CFTC data that dates back to 2004 show $VIX $VXX @vixologist @VixCentral @AndrewThrasher",en
57,2019-04-14 10:48:15,Victor Zubarev,@VictorZubarev,"$VIX #Vix #Volatility 
A War Has Broken Out In The VIX Complex

*Institutions are heavily Short
*Retail is heavily Long 

and we're approaching an 19-month $SPX $ES double top
#GG33Member 
@vxx46  @commandenteSD",en
58,2019-04-11 06:09:37,258,@258Capital,"#VIX bottom of the range.... 
#Gold holding the top end, usually move higher when VIX explodes...

Set up is very interesting here...

#Gold holding against USD testing break out (record high longs)
and VIX low end (Zero interest)

A big move is coming either way !",en
59,2019-04-05 01:06:59,Adam CFA,@from_10000ft,This market is a big pile of kindling looking for a spark #vix #spx #qqq,en
60,2019-03-17 19:53:39,Christophe Barraud ,@C_Barraud," #VIX #SPX | JPMorgan Sees Lower Need for Hedges Amid #Volatility Bear Market - Bloomberg
*More stable business cycle is already priced in globally
*Normand finds lack of catalysts to take volatility higher
*Link: https://bloom.bg/2O9dsjT ",en
61,2019-03-17 01:49:37,Henrik Zeberg,@HenrikZeberg,"I continue to see #SP500 top at some point - and develop into strong #Bear market, which will take equities much much lower during deflation and later stagflation. #VIX (etf LVO - SP500) shows massive divergence (year-long as price developing in Ending diagonal #HZupdates",en
62,2019-03-16 03:47:48,David Brady,@GlobalProTrader,#VIX COT – Another sign of possible pending top. Large Specs and Commercials stop adding to their respective short and long positions in the VIX. ,en
63,2019-03-15 22:13:36,Reminiscences of an American Capitalist,@4Awesometweet,"I have a bet with Trump to see if I can 
get the VIX to zero by baseball opening day.  

So far, I’m winning!!

-J. Powell

@OpenOutcrier @StockCats 
@mcm_ct @jennablan 
@jennablan $vxxb
#vix",en
64,2019-03-14 04:41:38,David Brady,@GlobalProTrader,#VIX close today... ,en
65,2019-03-14 00:52:39,MrTopStep,@MrTopStep,#VIX on the highs with the ES making new highs / usually not a good sign,en
66,2019-03-13 04:29:03,Trading Technologies,@Trading_Tech,"Market view on TT: #ES_F, #NQ_F and #ZB_F rose. #VIX futures fell. #DX_F ended lower. #Gold, #silver, #copper, #palladium, #crude, #natgas, #bitcoin, #bitcoincash, #ethereum, #ripple, #litecoin, #euros, #sugar, #cotton and #FCOJ rose.",en
67,2019-03-13 01:57:46,David Brady,@GlobalProTrader,#VIX hitting critical support here. Needs to break it or risk a divergence with the S&P at key resistance: “Double Top”? ,en
68,2019-03-12 08:48:05,Mark Hruska,@mark_hruska,"Will we make it past 2890-2910? 

I’m thinking....no.

$SPX #ES_F $ES_F $ES $SPY
$SVXY #VIX $TVIX $UVXY $VXXB $VIX $VVIX $OEX $XHB",en
69,2019-03-12 04:10:18,mcm-ct.com,@mcm_ct,"$VIX is the center of the universe right now...

HUGE CALL BUYING IN #VIX TODAY + non-confirmation of index moves that last hours ",en
70,2019-03-10 20:39:37,Shai,@Am_Shai,10th April for the opinion polls a Wednesday and 23rd May a Thursday for the results.  Only 2 dates matter for us traders and the #vix of course #elections,en
71,2019-03-07 23:44:39,Elliott Wave Service,@ewforecast,"$VIX is turning up after a completed 5th wave with an ending diagonal, so $Stocks may face a sell-off. Risk-off mode finally in play! #VIX #stocks #selloff #riskoff
>> http://ew-forecast.com  <<",en
72,2019-03-05 02:32:28,Planet Ponzi,@PlanetPonzi,"Key Reversal Day #China Talks Exposed As Farcical: #Dow Dumps, The #Fed's PPT Hits #VIX Putting A Bid In #Stocks, #BTFD ers Scurry #FOMO #Groupthink Rats Into Markets Near The Record Top. It's The 'ol #PDT ""Pumpy, Dumpy, And Blame It All On #Trumpy!"" What Could Possibly Go Wrong?",en
73,2019-03-05 01:56:08,Mystery Trader,@MysteryTrader99,"$VIX Daily/Weekly: #VIX basing finally complete, took little bit longer than expected & MM pushed it further beyond technical supports just to flush everyone out, but MACD/Stochs have officially reversed , next wave is here (just in time to prevent MA cross)
#volatility #riskoff",en
74,2019-03-05 01:21:50,Rich Dvorak,@RichDvorakFX,Volatility spiking over 20% today to 16.80 $VIX #VIX ,en
75,2019-02-18 10:13:19,Spectre,@Spectre_Art,Art I did a while back of Drixy's mom on her crane. Grant's are hard to draw! #myart #WorldofWarcraft #Vix #goblinmasterrace,en
76,2019-02-16 22:53:59,Christophe Barraud ,@C_Barraud, #SPX | #VIX fell below 15 for the first time in 90 days - Bloomberg ,en
77,2019-02-14 06:54:26,Mark Hruska,@mark_hruska,"How many #bears are ready to see something like this? 

#meltup
#fake
#notreal
$SPX #ES_F $ES_F $ES $SPY $SVXY #VIX $TVIX $UVXY $VXXB $VIX $VVIX $OEX $XHB $UPRO $SPXL $SPXS $EDC $EDZ $QQQ $NASDAQ $NDX $NQ $AAPL $AMZN $FB $NFLX $BA $TSLA $JPM $BABA $BAC $GOOG $GOOGL $WMT $XOM",en
78,2019-02-14 03:16:30,Fernando M. Pertini,@TweetsMillenia,"If you have a chance, do hear a replay of Mark’s remarks this afternoon on CNBC. We all know, markets climb on walls of worries...
But THIS will make you think.
$SPY $QQQ $IWM $TBT #VIX #USD",en
79,2019-02-12 23:40:11,mcm-ct.com,@mcm_ct,Appears that the implied volatility world is completely experiencing tail risk here - very strange #VIX,en
80,2019-02-09 22:48:14,Greg Polites,@Polites12,#VIX generates a new buy signal and with our indicators in overbought territory both are negatives for SP500 rally continuing.  Details: ,en
81,2019-02-09 05:26:40,Trading Technologies,@Trading_Tech,"Market view on TT: #VIX futures fell while #ES_F, #NQ_F, #ZB_F and #ZT_F rose. #Gold, #silver, #palladium, #crude, #natgas, #bitcoin, #bitcoincash, #ethereum, #litecoin, #DX_F, #yen and #sugar all rose. #Copper, #euros, #coffee, #cocoa, #cotton and #orangejuice fell.",en
82,2019-02-08 02:55:29,Mystery Trader,@MysteryTrader99,"$VIX Daily/Weekly: #VIX clipped my 15.28 target & bounced hard off of it. Backtested magenta TL today both daily/weekly. If VIX can regain Weekly 50MA @ 17.07 this can be a powerful launching pad for next thrust upward. Once breaks out past daily BC = 
#volatility",en
83,2019-02-07 14:08:45,Christophe Barraud ,@C_Barraud," #SPX #VIX | The VVIX rebounded a bit yesterday after dropping to an 18-month low on Monday.
*By contrast, the VIX closed above 15 for the 86th straight trading day, the fourth-longest streak on record, according to data compiled by Bloomberg. ",en
84,2019-02-07 04:04:50,Mystery Trader,@MysteryTrader99,"Monthly $VIX : FWIW #VIX monthly at two key supports (50MA & BC). A bounce from here back above 13MA would not be good for equities medium term 
$SPX #SPX",en
85,2019-02-06 01:30:34,Mark Hruska,@mark_hruska,"It was this time last year that $XIV died.

R.I.P. 

2/5/18
https://twitter.com/mark_hruska/status/960597659525492736?s=21 …

2/2/18
https://twitter.com/mark_hruska/status/959533649237594112?s=21 …

1/24/18
https://twitter.com/mark_hruska/status/956261768396976134?s=21 …

#volatility
$SPX #ES_F $ES_F $ES $SPY $SVXY #VIX $TVIX $UVXY $VXX $VXXB $VIX $VVIX $XHB $UPRO $SPXL $SPXS $SQQQ $SDOW $AAPL $AMZN",en
86,2019-02-06 00:57:42,Planet Ponzi,@PlanetPonzi,"#VIX Drops Under Key Mark Amid #FederalReserve Manipulations, MOMO's HOPE, and Optimism Sparked by Earnings. ""Hope Has Never, And Will Never Be A Viable Long-Term Trading Strategy.""- #PlanetPonzi",en
87,2019-02-04 23:40:29,David Brady,@GlobalProTrader,15 handle on the #Vix and S&P still flat to slightly down. How low can the Vix go before it no longer functions in keeping the S&P afloat? ,en
88,2019-02-04 23:35:17,David Brady,@GlobalProTrader,#VIX being compressed from the open to keep the S&P in the green despite the dump in #WTI.,en
89,2019-02-03 18:20:55,T.Saffaf,@SaffafT,"With regard to #volatility, the slope of the #yieldcurve has been a reliable forecast tool for the #VIX, and suggests the VIX could double. #trading #StockMarket #spx #SP500",en
90,2019-01-29 01:41:43,mcm-ct.com,@mcm_ct,This is really very cool. A version of #VIX we developed: Volume adjusted VOL  is really super bullish and also on this chart you can see $VXO vs $VIX behind it,en
91,2019-01-25 00:09:45,David Brady,@GlobalProTrader,"#VIX suppression continues having been up 3.7% at the open, now down  1.8%, for a swing of 5.5% in the past 90 mins. And yet the S&P can only muster a 2pt, 0.1% gain so far.
We're going lower imho.",en
92,2019-01-19 00:42:00,Planet Ponzi,@PlanetPonzi,"#WallStreet's 'fear index'#Vix is on track for its biggest one-month plunge in nearly 3 yrs. Everything is ""FIXED"" back on track. BTFD in place. #Economic Fundamentals are meaningless again. Good is Great and Bad is Better. #JeromePowell Has Saved The Day. Bravo! Feeling Better?",en
93,2019-01-11 14:34:51,Rohit Srivastava,@indiacharts,“The US VIX has pulled back to the lower end of the rising channel for this advance. A good support to start higher again.” https://buff.ly/2CcXG1V  #vix #volatility #index #putcall #Options #fear,en
94,2019-01-09 19:38:19,mcm-ct.com,@mcm_ct,"20/

$VXO ratio to #VIX says trouble has already started for $SPX as per the trendline breaks on this chart",en
95,2019-01-08 19:48:23,mcm-ct.com,@mcm_ct,The falling $VIX Is driving VOL CONTROL Strategies to automatically buying #ES_F #SPX as #VIX drops. This is a symbiotic relationship...the more #VIX drops the more these idiotic strategies leverage #SP500 exposure which drops $VIX which leverages SP500,en
96,2019-01-05 15:20:45,sandip sabharwal,@sandipsabharwal,"Things are falling into place for a synchronized global risk asset rally.
#VIX collapse, USD weakness, commodity bounce, Chinese Easing, US Fed openness on future monetary policy key contributors.",en
97,2018-12-27 15:05:39,Rohit Srivastava,@indiacharts,“low reading means that we are at a large discount to the US VIX and this is the highest on record. Previous readings at the grey line below did result in market ” https://buff.ly/2TaZ8bK  #vix #VIXX #volatility #indiavix #ratio #spread #discount #premium #nifty,en
98,2018-12-26 18:13:52,I Know First,@i_Know_First,"Weekly Stock Market Review
Stock Prediction Based On #AI:
http://messages.responder.co.il/3601205  
Week #51
$SPY $DIA $QQQ $DJIA $IWM $VIX $ABX $AAPL $FB $GOOGL $WIX $DDD #TradingStrategy #trading #stockstowatch #investing #Wallstreet #marketwatch #stocks #vix #finance #stockmarkets #investments",en
99,2018-12-25 16:07:59,Ran Aroussi,@Aroussi,That explains it... #spx #vix ,en
100,2018-12-25 06:06:54,David Chung,@IBD_DChung,"In The Market: Last half hour of selling appeared to show panic, and #fear among #options players soars. Check out the #CBOE Market #Volatility Index. The #VIX) rose 19.8% to 36.07, 2nd highest close in 2018. Chart here https://research.investors.com/psychological-market-indicators/chart?type=volatility … $TVIX #stocks #trading #psychology",en
101,2018-12-25 02:38:32,Mystery Trader,@MysteryTrader99,"$VIX Daily/Weekly: #VIX Intraday Update:

Now at 36.  Purple TL was like a champagne cork as pressure was building. Nows its blasting off and extremely into overbought territory. 

#PowellPlunge ruined SantaRally

$SPX #SP500 $ES #SPX",en
102,2018-12-25 00:48:19,Mystery Trader,@MysteryTrader99,"$VIX Daily/Weekly: #VIX break of purple TL was a significant development. #PowellPlunge unraveling, but with Stoichs at 3YR highs & overshooting upper BB could spark a reversal.  Pay close attention..

$SPX #SP500 $ES #SPX",en
103,2018-12-25 00:28:27,Mo Hossain,@MoHossain,"The good, the bad and the wrongfooted....Volatility and politics clashed in a year that roiled almost every market

https://www.ft.com/content/f66928b8-0380-11e9-9d01-cd4d49afbbe3?segmentid=acee4131-99c2-09d3-a635-873e61754ec6 … via @FT #Volatility #VIX #investing #crypto #bitcoin #investing #credit #loans @ennovance #sfo",en
104,2018-12-24 06:53:51,Mo Hossain,@MoHossain,"No U.S. Recession in 2019? The  
fear & greed index #vix #gold ....

https://money.cnn.com/data/fear-and-greed/ … via @CNNMoney @business 
#investing #hedge #funds #privateequity",en
105,2018-12-23 14:26:07,Antonio Pérez Algás,@apanalis,"Worth a Thousand Words>
#volatility #VIX ",en
106,2018-12-23 04:07:21,Henrik Zeberg,@HenrikZeberg,The coming developments for #SP500 are becoming visible in #VIX which is about to establish major bottom pattern. I expect this will happen. Much higher levels to come #HZupdates,en
107,2018-12-22 17:59:02,"Aksel Kibar, CMT",@TechCharts,"#TECHCHARTSMEMBERS Latest #GLOBAL #EQUITY #MARKETS report is sent out with a comprehensive review on major equity benchmarks #ETFs $ACWI $EEM $FM $RUT $NDX $HEDJ $SPX #CBOE #VIX

There are 4 additions to Tech Charts #watchlist
6 new #BREAKDOWN #ALERTS

https://blog.techcharts.net/index.php/2018/12/22/global-equity-markets-december-22-2018/ …",en
108,2018-12-22 13:36:19,Mohamed A. El-Erian,@elerianm,"#Bloomberg #markets on the rough week for #stocks -- the worst since 2011.

Consistent with this, the #VIX -- often referred to as #investors fear index -- ended the week just above 30.

https://www.bloomberg.com/news/articles/2018-12-20/asian-stocks-face-mixed-start-after-u-s-slide-markets-wrap …

#investing #investments #economy #volatility",en
109,2018-12-22 05:13:12,IGSquawk,@IGSquawk,"US Closing Prices:
#DOW 22445.37 -1.81%
#SPX 2416.62 -2.06%
#NDX 6046.55 -3.15%
#VIX 30.16 +6.27%",en
110,2018-12-22 03:53:58,Mystery Trader,@MysteryTrader99,"$VIX Daily/Weekly: #VIX blasting through Purple TL & backtested it with a green hammer on dialysis (meaning more upside next week). #PowellPlunge unraveling markets & stubbornly not adjusting course (and they are already way behind the curve). 

$SPX #SP500 $ES #SPX",en
111,2018-12-21 19:47:12,Mukul Singh,@Mukul_INC,"""Option writers who sells naked options reminds me the subprime loan sellers who caused mortgage crisis, it's been ten years or so, this is the time when tail risk will be tested, this is the time to isolate lose hands off the table"" Return of the #Vix #SPX #Dow #Nifty #Banknifty",en
112,2018-12-21 14:53:19, 🍀,@vinseop_aroha17,"Why don't I see them supporting Art? they are art and talent where you look at them 
Plz everyone support them and support to NEW MEMBER DONGWON AND OUR DEAR YOUJIN  #KNK #TINKERBELL #Seoham #Jihun #Inseong #Heejun #Dongwon @KNK_OfficiaI #크나큰
#VIX #ERROR
Cr: to owners",en
113,2018-12-21 12:30:14,Rohit Srivastava,@indiacharts,“Why has the Indian market not bee moving like world markets and why has Indian volatility remained subdued? This is the question of the day.” https://www.indiacharts.com/icjpages/index.php/inter-market-analysis/inter-market-analysis-6/9247-vix-211218 … #vix #volatility #vixx #stocks #nifty #indiavix,en
114,2018-12-21 01:25:12,mcm-ct.com,@mcm_ct,"What has happened here as explained a few times, when $VIX broke out Vol Control strategies needed to liquidate $ES_F & buy #VIX...that event has occurred. Sometimes its a self reinforcing fractal but appears to us that the losses are so great that may not be the case this time",en
115,2018-12-20 15:11:55,Christophe Bohnet,@BohnetCh,#vix  this one also favor scenario 2. We have reached the time allowed for the spike in vol. My best guess is that it has not happened but vol will have another chance to spike in March. ,en
116,2018-12-20 01:11:17,David Brady,@GlobalProTrader,"That negatively divergent higher high in #VIX yesterday certainly called it. Vix now down over 9% since the open.
Someone at the NY #Fed clearly wants a Santa Rally!",en
117,2018-12-13 17:08:18,Rohit Srivastava,@indiacharts,"“At the 10940 top I was not comfortable with the idea that the India VIX was elevated, a high reading is not what you get at market highs, however the market was also pricing in the” https://buff.ly/2RROnLj  #indiavix #vix #volatility #equity #StockMarket #Nifty #India",en
118,2018-12-12 02:43:12,Linda,@diamondsforex,#Vix top of the leaderboard ,en
119,2018-12-08 00:07:58,Mohamed A. El-Erian,@elerianm,"With all the talk of unsettling market #volatility, let's place the issue in an historical context:

Per 1st #VIX chart from #Bloomberg, #vol has picked up considerably from last year. BUT, per the 2nd, chart, the outlayer was 2017 rather than what’s been happening more recently.",en
120,2018-12-04 11:00:42,sandip sabharwal,@sandipsabharwal,"#CBOE #VIX collapse indicates sustained market upmove. 
Don't be swayed by day to day moves
Markets headed higher",en
121,2018-12-04 02:05:56,David Brady,@GlobalProTrader,"We’re back to the levels of the #VIX at the 2 previous peaks of 2817 in Oct and 2815 in Nov  
#SPX",en
122,2018-11-28 22:43:04,Jurrien Timmer,@TimmerFidelity,"Breaking down #market activity: Looking at technicals, the crowded trades have been punished this year. In Jan., it was the short-#VIX crowd. Now it’s the #FAANG trade as well as #oil. Even typically resilient high-yield #credit and bank loans are in a slump.",en
